SOURCE_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE,Locations_Address,OWNER_CODE,OWNER_DESCR,STATE,County
Northern California District,BTU SOUTH,1999,2451410,Lightning,2451430,248,1800,1572,39.5332,-121.419,"Oroville, CA 95966, USA",1,BLM,CA,Butte
Northern California District,WILLOW,1999,2451410,Miscellaneous,2451420,240,1900,7700,40.5599,-120.644,"Susanville, CA 96130, USA",1,BLM,CA,Lassen
Northern California District,MUSTY 1,1999,2451410,Lightning,2451420,238,1500,500,39.8936,-121.588,"Skyway Rd, Magalia, CA 95954, USA",8,PRIVATE,CA,Butte
Northern California District,MUSTY 2,1999,2451410,Lightning,2451420,240,1858,500,39.8936,-121.588,"Skyway Rd, Magalia, CA 95954, USA",8,PRIVATE,CA,Butte
Northern California District,BTU BLOOM,1999,2451410,Lightning,2451430,248,1800,2590,39.6482,-121.474,"Berry Creek, CA 95916, USA",1,BLM,CA,Butte
Northern California District,SHU SPRING,1999,2451410,Lightning,2451430,254,1800,807,40.6882,-122.513,"Redding, CA 96001, USA",1,BLM,CA,Shasta
Northern California District,ANNIE,1999,2451410,Lightning,2451420,239,2300,640,41.8699,-120.086,"Fort Bidwell, CA 96112, USA",1,BLM,CA,Modoc
Northern California District,LAKE 2,1999,2451450,Miscellaneous,2451450,270,1800,2928,41.6372,-120.425,"Modoc County, CA, USA",1,BLM,CA,Modoc
Northern California District,CANYON 4,1999,2451450,Equipment Use,2451450,271,800,2580,40.4955,-122.399,"Happy Valley, CA, USA",8,PRIVATE,CA,Shasta
Northern California District,LNU RUMSEY,1999,2451450,Miscellaneous,2451450,273,1300,3500,38.8878,-122.254,"3358 Madrone St, Rumsey, CA 95679, USA",1,BLM,CA,Yolo
Northern California District,LNU SIXTEE,1999,2451470,Arson,2451470,295,1200,40000,38.9616,-122.346,"1475 CA-16, Clearlake Oaks, CA 95423, USA",8,PRIVATE,CA,
Susanville District,BEAVER CK,1992,2448850,Lightning,2448860,238,800,500,40.9332,-121.284,"Lassen County, CA, USA",1,BLM,CA,
Susanville District,TABLE,1994,2449560,Lightning,2449560,207,1800,1550,41.2666,-120.401,"Likely, CA 96116, USA",1,BLM,CA,
Susanville District,NELSON,1994,2449600,Equipment Use,2449600,245,1800,2570,41.2666,-120.501,"Likely, CA 96116, USA",1,BLM,CA,
Susanville District,LMU LGT#66,1994,2449610,Lightning,2449620,263,1404,1025,40.7666,-120.634,"Lassen County, CA, USA",1,BLM,CA,
Susanville District,DEMO,1995,2449900,Equipment Use,2449900,180,2000,367,40.2832,-120.101,"Wendel, CA 96136, USA",6,OTHER FEDERAL,CA,
Susanville District,ANNIE,1995,2449980,Lightning,2449980,260,1800,346,41.9166,-120.118,"Fort Bidwell, CA 96112, USA",1,BLM,CA,
Susanville District,COPPER,1995,2449980,Lightning,2449980,262,1800,530,41.1499,-120.034,"Lassen County, CA, USA",1,BLM,CA,
Susanville District,TABLE,1995,2449980,Lightning,2449980,260,1800,422,41.3332,-120.434,"Likely, CA 96116, USA",1,BLM,CA,
Susanville District,PAYNE,1995,2449980,Lightning,2449980,260,1800,810,41.3832,-120.484,"Alturas, CA 96101, USA",1,BLM,CA,
Susanville District,DEMO,1996,2450240,Equipment Use,2450240,162,1800,639,40.2999,-120.084,"Wendel, CA 96136, USA",1,BLM,CA,
Susanville District,LMU BYERS,1996,2450270,Equipment Use,2450270,186,1700,1034,40.3332,-120.484,"Janesville, CA 96114, USA",1,BLM,CA,
Ukiah District,RALSTON,1994,2449530,Arson,2449540,187,1800,1000,39.7999,-121.534,"Jordan Hill Rd, Oroville, CA 95965, USA",7,STATE,CA,
Ukiah District,RIVER,1994,2449540,Miscellaneous,2449540,191,1800,450,41.4999,-121.001,"Modoc County, CA, USA",1,BLM,CA,
Ukiah District,GUNTLEY,1995,2449990,Arson,2450000,280,1700,2540,39.2082,-123.084,"State Hwy 20, Ukiah, CA 95482, USA",8,PRIVATE,CA,
Joshua Tree National Monument,MATTHEWS,1994,2449530,Debris Burning,2449530,179,1800,350,34,-117.001,"37569-37799 Leta Dr, Calimesa, CA 92320, USA",2,BIA,CA,
Joshua Tree National Monument,STODDARD,1995,2449900,Miscellaneous,2449900,183,15,632,34,-117.001,"37569-37799 Leta Dr, Calimesa, CA 92320, USA",1,BLM,CA,
Joshua Tree National Monument,GRANITE,1995,2449900,Miscellaneous,2449900,185,1800,325,34.5333,-117.001,"San Bernardino County, CA, USA",1,BLM,CA,
Joshua Tree National Monument,COVINGTON,1995,2449930,Lightning,2449930,216,1800,5521,34.0584,-116.305,"San Bernardino County, CA, USA",3,NPS,CA,
Joshua Tree National Monument,JUNIPER,1999,2451330,Lightning,2451330,154,800,14000,34.0025,-116.296,"California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,CHAGOOPA E,1992,2448820,Lightning,,,,562,36.4754,-118.409,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,SUWANEE WF,1992,2448900,Debris Burning,2448910,289,1800,364,36.5735,-118.793,"California 93262, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,BUCK PEAK,1993,2449160,Lightning,,,,2170,36.8267,-118.578,"Fresno County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,CASTLE WF,1995,2450030,Debris Burning,2450060,345,1200,1600,36.5276,-118.703,"Tulare County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,DORST,1996,2450260,Lightning,,,,1400,36.6399,-118.796,"California 93262, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,CASTLE GRO,1996,2450280,Lightning,,,,1100,36.528,-118.673,"Tulare County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,CASTLE COM,1996,2450290,Lightning,2450390,310,800,1460,36.5283,-118.673,"Tulare County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,BIG ARROYO,1996,2450300,Lightning,,,,3500,36.4483,-118.458,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,WILLIAMS,1999,2451440,Lightning,,,,573,36.7366,-118.687,"Sierra Nevada, California, USA",3,NPS,CA,
Lassen Volcanic National Park,CRATER,1996,2450290,Debris Burning,2450300,213,1800,320,40.4705,-121.377,"Shasta County, CA, USA",3,NPS,CA,
Lassen Volcanic National Park,HUFFER,1997,2450660,Lightning,,,,1100,40.5013,-121.296,"California, USA",3,NPS,CA,
Lassen Volcanic National Park,HUFFER WF,1997,2450670,Lightning,2450680,229,1800,1190,40.5013,-121.296,"California, USA",3,NPS,CA,
Mojave National Park,TUTTLE,1995,2449930,Lightning,2449930,214,1800,300,35.0194,-115.418,"San Bernardino County, CA, USA",3,NPS,CA,
Mojave National Park,PIUTE,1996,2450290,Lightning,2450290,209,1800,510,35.15,-115.012,"San Bernardino County, CA, USA",3,NPS,CA,
Pinnacles National Monument,PINNACLES,1994,2449570,Equipment Use,2449570,219,1800,1154,36.4831,-121.191,"Paicines, CA 95043, USA",3,NPS,CA,
Pinnacles National Monument,STONEWALL,1998,2451030,Powerline,2451040,222,1800,2797,36.4517,-121.199,"Paicines, CA 95043, USA",3,NPS,CA,
Point Reyes National Seashore,VISION,1995,2449990,Campfire,2450010,289,2359,12354,38.0831,-122.875,"Inverness, CA 94937, USA",3,NPS,CA,
Santa Monica Mountains National Recreation Area,GREENMEADO,1993,2449290,Arson,2449300,308,2000,38152,34.1667,-118.868,"525 Rimrock Rd, Westlake Village, CA 91361, USA",6,OTHER FEDERAL,CA,
Santa Monica Mountains National Recreation Area,OLDTOPANGA,1993,2449290,Arson,2449300,312,1800,360,34.1167,-118.584,"20621 Cheney Dr, Topanga, CA 90290, USA",3,NPS,CA,
Santa Monica Mountains National Recreation Area,CALABASAS,1996,2450380,Powerline,2450390,304,1800,13190,34.1333,-118.684,"The Oaks, Calabasas, CA 91302, USA",7,STATE,CA,
Whiskeytown National Recreation Area,CLOVER,1992,2448790,Arson,2448790,173,2100,378,41.4999,-122.618,"Gazelle, CA 96034, USA",8,PRIVATE,CA,
Yosemite National Park,HORIZON,1994,2449570,Lightning,2449580,231,2100,3560,37.6663,-119.516,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,SO. TURNER,1995,2449920,Lightning,,,,615,37.5849,-119.586,"TUOLUMNE MEADOWS, CA 95389, USA",3,NPS,CA,
Yosemite National Park,KENDRICK,1996,2450310,Lightning,,,,615,37.6558,-119.484,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,ILL,1996,2450360,Lightning,,,,553,37.6697,-119.499,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,SPARKCPLX,1999,2451370,Lightning,,,,2299,37.6288,-119.584,"TUOLUMNE MEADOWS, CA 95389, USA",3,NPS,CA,
Yosemite National Park,DARK,1999,2451370,Lightning,,,,865.8,37.8471,-119.615,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,N PARKCPLX,1999,2451400,Lightning,,,,11705.4,37.9308,-119.615,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,LOSTVALLEY,1999,2451490,Debris Burning,2451490,312,800,889,37.7572,-119.47,"Yosemite National Park, California, USA",3,NPS,CA,
Hoopa Valley Tribe,SUPPLY13,2002,2452500,Arson,2452510,240,1800,410,41.0499,-123.685,"Bair Rd, Hoopa, CA 95546, USA",2,BIA,CA,
Hoopa Valley Tribe,DEERHORN,2008,2454710,Arson,2454730,264,1800,359,41.1693,-123.696,"Hoopa, CA 95546, USA",9,TRIBAL,CA,
Southern California Agency,VIEJAS,2001,2451910,Smoking,2451920,7,1700,10353,32.7792,-116.834,"Casino Way, El Cajon, CA 92019, USA",2,BIA,CA,
Southern California Agency,MIAS,2002,2452440,Miscellaneous,2452450,172,1500,565,33.59,-116.541,"Riverside County, CA, USA",2,BIA,CA,
Southern California Agency,TROY,2002,2452440,Miscellaneous,2452450,174,1800,745,32.8278,-116.401,"Pine Valley, CA 91962, USA",2,BIA,CA,
Southern California Agency,PASS,2002,2452500,Miscellaneous,2452500,224,1800,2620,33.9508,-116.885,"Unnamed Road, Banning, CA 92220, USA",2,BIA,CA,
Tule River Agency,CHIMNEY,2003,2452820,Arson,2452820,180,400,565,36.0153,-118.824,"32705 Indian Reservation Dr, Porterville, CA 93257, USA",2,BIA,CA,
Tule River Agency,VALLEY,2003,2452820,Arson,2452820,185,200,425,36.015,-118.818,"32885 Indian Reservation Dr, Porterville, CA 93257, USA",2,BIA,CA,
Tule River Agency,ROCK,2005,2453580,Arson,2453580,209,1430,437,36.0447,-118.781,"Woodville, CA 93257, USA",2,BIA,CA,
Tule River Agency,OAK,2007,2454260,Arson,2454260,163,615,350,36.0175,-118.796,"Woodville, CA 93257, USA",2,BIA,CA,
Tule River Agency,ROCK 2,2007,2454290,Arson,2454290,188,2200,1005,36.0478,-118.78,"Tulare County, CA, USA",2,BIA,CA,
Tule River Agency,GIBBON 4,2008,2454650,Arson,2454650,188,1800,300,35.9844,-118.785,"Woodville, CA 93257, USA",2,BIA,CA,
Tule River Agency,GIBBON 2,2008,2454650,Arson,2454650,188,1600,300,35.9856,-118.786,"Woodville, CA 93257, USA",2,BIA,CA,
Tule River Agency,GIBBON 3,2008,2454650,Arson,2454650,188,1600,300,35.9846,-118.784,"Tulare County, CA, USA",2,BIA,CA,
Tule River Agency,RODEO,2008,2454690,Arson,2454690,227,1740,800,36.0331,-118.881,"Indian Reservation Dr, Porterville, CA 93257, USA",8,PRIVATE,CA,
Fort Yuma Agency,BARD,2001,2452070,Campfire,2452070,164,1800,572,34.8133,-114.581,"Needles, CA 92363, USA",2,BIA,CA,
Bakersfield District,GRANITE,2000,2451730,Arson,2451730,191,1800,2000,37.7173,-120.287,"4339-4309 Penon Blanco Rd, Coulterville, CA 95311, USA",8,PRIVATE,CA,Mariposa
Bakersfield District,MERCEY,2000,2451730,Miscellaneous,2451730,189,2300,450,36.7102,-120.709,"Fresno County, CA, USA",8,PRIVATE,CA,
Bakersfield District,SHELL,2000,2451750,Equipment Use,2451750,205,1200,6762,35.15,-119.601,"Fellows, CA 93224, USA",1,BLM,CA,Kern
Bakersfield District,CHOLAME LAND  CATTLE,2000,2451750,Equipment Use,2451750,209,1334,710,35.7139,-120.171,"Shandon, CA 93461, USA",8,PRIVATE,CA,Kern
Bakersfield District,GOLDEN,2000,2451760,Lightning,2451770,231,1800,2150,38.5444,-119.503,"109969 US-395, Coleville, CA 96107, USA",1,BLM,CA,Mono
Bakersfield District,DRIVERS,2000,2451760,Miscellaneous,2451760,217,2000,360,38.9637,-120.944,"Foresthill, CA 95631, USA",10,BOR,CA,Placer
Bakersfield District,NORTHFORK,2000,2451760,Equipment Use,2451770,227,1800,1860,40.2582,-120.759,"Greenville, CA 95947, USA",8,PRIVATE,CA,
Bakersfield District,PARROTS,2000,2451760,Equipment Use,2451760,219,1800,699,38.2252,-120.361,"Dozer Line, Arnold, CA 95223, USA",1,BLM,CA,
Bakersfield District,HUNTER,2000,2451780,Miscellaneous,2451790,243,1800,8600,37.6166,-120.218,"8410 Hunters Valley Rd, Mariposa, CA 95338, USA",1,BLM,CA,Mariposa
Bakersfield District,CHOCTAW,2001,2452080,Debris Burning,2452080,168,1700,601,35.4666,-118.834,"19307-19301 Forest Rte 25S03, Bakersfield, CA 93306, USA",8,PRIVATE,CA,Kern
Bakersfield District,RIDGE,2001,2452090,Miscellaneous,2452090,182,1500,516,35.2883,-119.495,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,LAKE,2001,2452090,Campfire,2452090,184,2300,550,38.2108,-120.79,"Valley Springs, CA 95252, USA",1,BLM,CA,
Bakersfield District,LEONARD,2001,2452140,Equipment Use,2452150,244,1800,6800,38.2252,-120.68,"San Andreas, CA 95249, USA",8,PRIVATE,CA,
Bakersfield District,CREEK,2001,2452140,Arson,2452160,247,1800,11185,37.7463,-120.251,"Coulterville, CA 95311, USA",1,BLM,CA,
Bakersfield District,PONDEROSA,2001,2452150,Equipment Use,2452150,242,1800,2688,39.0632,-120.827,"Unnamed Road, Foresthill, CA 95631, USA",8,PRIVATE,CA,
Bakersfield District,FIELD,2002,2452430,Powerline,2452440,162,1800,1100,39.2296,-121.308,"Browns Valley, CA 95918, USA",8,PRIVATE,CA,
Bakersfield District,AERA,2002,2452430,Equipment Use,2452440,161,1330,400,36.2456,-120.346,"Fresno County, CA, USA",8,PRIVATE,CA,Fresno
Bakersfield District,BOREL,2002,2452440,Campfire,2452450,176,1800,3416,35.5947,-118.528,"Bodfish, CA 93205, USA",5,USFS,CA,
Bakersfield District,GATE,2002,2452470,Lightning,2452470,199,1800,364,38.5232,-119.529,"Coleville, CA 96107, USA",5,USFS,CA,Mono
Bakersfield District,SLINKARD,2002,2452470,Lightning,2452470,199,1800,8600,38.6471,-119.598,"Mono County, CA, USA",1,BLM,CA,Mono
Bakersfield District,HWY 58,2002,2452470,Arson,2452480,203,900,1380,35.4327,-120.55,"Creston, CA 93432, USA",8,PRIVATE,CA,San Luis Obispo
Bakersfield District,DEER,2002,2452480,Children,2452480,206,1800,1800,35.5947,-118.493,"3701 Lake Isabella Blvd, Bodfish, CA 93205, USA",8,PRIVATE,CA,
Bakersfield District,HICKOCK,2002,2452520,Children,2452520,246,1800,776,38.7185,-121.027,"3330 Sands Rd, Rescue, CA 95672, USA",8,PRIVATE,CA,
Bakersfield District,CROY,2002,2452540,Equipment Use,2452560,284,800,3127,37.091,-121.775,"Unnamed Road, Morgan Hill, CA 95037, USA",8,PRIVATE,CA,Santa Clara
Bakersfield District,LUNDY,2003,2452750,Miscellaneous,2452760,116,1800,739.8,38.051,-119.295,"Lee Vining, CA 93541, USA",1,BLM,CA,
Bakersfield District,NEW IDRIA,2003,2452780,Miscellaneous,2452780,139,1845,628,36.5377,-120.835,"1953-1819 New Idria Rd, Paicines, CA 95043, USA",1,BLM,CA,
Bakersfield District,CALIENTE FIRE,2003,2452810,Miscellaneous,2452810,167,2210,1223,35.3051,-118.667,"Havilah, CA 93518, USA",8,PRIVATE,CA,Kern
Bakersfield District,SAWMILL,2003,2452820,Children,2452820,180,1800,536,35.6816,-118.579,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,HUNTER,2003,2452820,Equipment Use,2452820,184,2035,681,37.6169,-120.217,"8411 Hunters Valley Rd, Mariposa, CA 95338, USA",1,BLM,CA,
Bakersfield District,DELPUERTO,2003,2452840,Lightning,2452840,205,1800,5018,37.4497,-121.417,"Stanislaus County, CA, USA",1,BLM,CA,
Bakersfield District,BASIN,2003,2452840,Arson,2452850,211,1800,1117,35.4327,-118.423,"Havilah, CA 93518, USA",8,PRIVATE,CA,
Bakersfield District,CHIMNEY INCIDENT,2003,2452860,Equipment Use,2452860,223,1900,1500,35.1141,-120.001,"San Luis Obispo County, CA, USA",5,USFS,CA,San Luis Obispo
Bakersfield District,COOPRSTOWN,2003,2452880,Lightning,2452880,238,2000,2000,37.7608,-120.526,"Jamestown, CA 95327, USA",1,BLM,CA,
Bakersfield District,WILD,2003,2452880,Equipment Use,2452880,239,1800,320,35.9163,-119.52,"Alpaugh, CA 93201, USA",8,PRIVATE,CA,
Bakersfield District,MICHAELS,2003,2452900,Arson,2452900,261,1800,412,36.003,-117.97,"Inyo County, CA, USA",8,PRIVATE,CA,
Bakersfield District,CASTLE,2004,2453160,Arson,2453160,160,1432,571,36.4063,-119.054,"23522 Lomitas Dr, Woodlake, CA 93286, USA",8,PRIVATE,CA,Tulare
Bakersfield District,GATOS,2004,2453200,Equipment Use,2453200,197,1858,1307,36.2338,-120.56,"44590 Los Gatos Creek Rd, Coalinga, CA 93210, USA",8,PRIVATE,CA,Fresno
Bakersfield District,MINERAL,2004,2453220,Arson,2453240,233,800,5000,39.0488,-120.4,"Sierra Nevada, California, USA",1,BLM,CA,
Bakersfield District,STEPHEN,2004,2453230,Structure,2453230,226,1800,955,39.0777,-120.938,"Colfax, CA 95713, USA",8,PRIVATE,CA,
Bakersfield District,APRICOT,2005,2453510,Campfire,2453510,138,1400,667,36.65,-120.69,"California, USA",1,BLM,CA,Fresno
Bakersfield District,SODA,2005,2453530,Equipment Use,2453530,155,1230,449,34.9516,-119.437,"16398 Hudson Ranch Rd, Maricopa, CA 93252, USA",8,PRIVATE,CA,Kern
Bakersfield District,UNNAMED FIRE 0103,2005,2453540,Miscellaneous,2453540,174,,500,35.2498,-119.34,"Taft, CA 93268, USA",8,PRIVATE,CA,Kern
Bakersfield District,CARO,2005,2453550,Miscellaneous,2453550,184,1500,1500,35.6094,-119.865,"CA-33, Lost Hills, CA 93249, USA",8,PRIVATE,CA,Kern
Bakersfield District,ELK,2005,2453570,Miscellaneous,2453570,198,,358.7,35.2158,-119.477,"Taft, CA 93268, USA",8,PRIVATE,CA,Kern
Bakersfield District,QUARTZ,2005,2453580,Equipment Use,2453580,211,1800,550,37.1778,-119.686,"Coarsegold, CA 93614, USA",8,PRIVATE,CA,Madera
Bakersfield District,BLUE,2005,2453580,Miscellaneous,2453580,208,1800,900,35.7613,-118.829,"4574 Blue Mountain Rd, Woody, CA 93287, USA",8,PRIVATE,CA,Kern
Bakersfield District,LAGUNA,2005,2453580,Equipment Use,2453580,212,954,447,36.8721,-120.79,"Merced County, CA, USA",8,PRIVATE,CA,Merced
Bakersfield District,AQUEDUCT,2005,2453600,Miscellaneous,2453600,225,1630,355,35.3708,-119.534,"Kern County, CA, USA",8,PRIVATE,CA,Kern
Bakersfield District,PINE,2005,2453630,Lightning,2453630,263,1500,1813,35.5511,-118.832,"Kern County, CA, USA",8,PRIVATE,CA,Kern
Bakersfield District,TORCH,2006,2453870,Equipment Use,2453870,133,2200,1964,36.1192,-120.411,"Fresno County, CA, USA",7,STATE,CA,Fresno
Bakersfield District,ALPAUGH,2006,2453880,Equipment Use,2453880,147,1434,1700,35.8302,-119.482,"Rd 40, Alpaugh, CA 93201, USA",8,PRIVATE,CA,Tulare
Bakersfield District,MOCAL,2006,2453880,Equipment Use,2453890,150,1800,931,35.2306,-119.673,"McKittrick, CA 93251, USA",1,BLM,CA,
Bakersfield District,DEVIL,2006,2453890,Miscellaneous,2453890,155,1400,1090.2,35.7737,-119.997,"Kern County, CA, USA",8,PRIVATE,CA,Kern
Bakersfield District,ABERDEEN,2006,2453890,Lightning,2453900,160,1800,357,36.9574,-118.261,"Big Pine, CA 93513, USA",1,BLM,CA,Inyo
Bakersfield District,PEDRO,2006,2453920,Miscellaneous,2453920,188,2000,2063,37.7997,-120.379,"Jamestown, CA 95327, USA",8,PRIVATE,CA,Tuolumne
Bakersfield District,CANYON,2006,2453930,Equipment Use,2453940,201,1800,34271,37.4,-121.281,"9601-9699 Schneider Ln, Patterson, CA 95363, USA",1,BLM,CA,Stanislaus
Bakersfield District,RICO,2006,2453940,Lightning,2453940,209,1800,14507,36.05,-120.751,"Monterey County, CA, USA",8,PRIVATE,CA,Monterey
Bakersfield District,THREE ROCKS,2006,2453940,Lightning,2453940,206,1800,8400,36.4667,-120.539,"California, USA",1,BLM,CA,Fresno
Bakersfield District,ANTELOPE,2006,2453950,Equipment Use,2453950,213,2200,548,35.7408,-120.221,"10998 CA-46, Shandon, CA 93461, USA",8,PRIVATE,CA,
Bakersfield District,UNNAMED FIRE 0372,2006,2453950,Equipment Use,2453950,214,1400,320,35.6391,-120.016,"CA-46, Lost Hills, CA 93249, USA",8,PRIVATE,CA,Kern
Bakersfield District,NET,2006,2453950,Equipment Use,2453950,215,2100,1300,35.6969,-120.131,"CA-46, Lost Hills, CA 93249, USA",8,PRIVATE,CA,
Bakersfield District,SAWMILL,2006,2453990,Miscellaneous,2454000,266,1900,7434,37.7892,-118.663,"California, USA",5,USFS,CA,Mono
Bakersfield District,CUAYMA,2006,2454020,Miscellaneous,2454020,283,1323,923,36.9897,-118.961,"Shaver Lake, CA 93634, USA",8,PRIVATE,CA,
Bakersfield District,WESTSIDE,2006,2454080,Miscellaneous,2454080,341,,4025,34.9057,-118.931,"Frazier Park, CA 93225, USA",8,PRIVATE,CA,Kern
Bakersfield District,MCKITTRICK,2006,2454080,Miscellaneous,2454080,342,,301.5,35.2544,-119.619,"Fellows, CA 93224, USA",8,PRIVATE,CA,Kern
Bakersfield District,UNNAMED FIRE 2045,2007,2454110,Miscellaneous,2454110,14,1542,332,35.2891,-120.876,"Los Osos, CA 93402, USA",7,STATE,CA,San Luis Obispo
Bakersfield District,LARSON,2007,2454250,Lightning,2454260,163,1800,1100,38.5494,-119.499,"US-395, Coleville, CA 96107, USA",1,BLM,CA,Mono
Bakersfield District,BROWN,2007,2454270,Miscellaneous,2454270,172,1800,1397,35.6319,-119.815,"Lost Hills, CA 93249, USA",8,PRIVATE,CA,
Bakersfield District,TAR,2007,2454320,Campfire,2454330,227,1830,5600,35.9419,-120.266,"Coalinga, CA 93210, USA",7,STATE,CA,Fresno
Bakersfield District,LICK,2007,2454350,Campfire,2454350,253,1600,47760,37.2083,-121.501,"Morgan Hill, CA 95037, USA",1,BLM,CA,Santa Clara
Bakersfield District,BLUFF,2008,2454540,Debris Burning,2454550,80,1111,680,37.4286,-118.55,"Mesa, CA 93514, USA",7,STATE,CA,Inyo
Bakersfield District,GRAPEVINE,2008,2454620,Equipment Use,2454620,158,2100,507,34.9372,-118.932,"I-5, Lebec, CA 93243, USA",8,PRIVATE,CA,
Bakersfield District,BROWNS,2008,2454640,Lightning,2454640,176,1800,1054,36.417,-120.553,"California, USA",1,BLM,CA,San Benito
Bakersfield District,AVENAL,2008,2454700,Missing/Undefined,2454700,232,2000,940,36.0164,-120.356,"Coalinga, CA 93210, USA",8,PRIVATE,CA,
Bakersfield District,RUMSEY,2009,2455010,Equipment Use,2455010,183,800,716,38.9167,-122.316,"1475-1460 CA-16, Clearlake Oaks, CA 95423, USA",8,PRIVATE,CA,Yolo
Bakersfield District,MAMMOUTH,2009,2455030,Missing/Undefined,2455030,200,800,670,38.9367,-120.953,"Cool, CA 95614, USA",8,PRIVATE,CA,Placer
Bakersfield District,OASIS,2009,2455080,Campfire,2455090,257,1800,1575,38.945,-122.388,"CLEARLAKE OKS, CA 95423, USA",1,BLM,CA,Lake
Bakersfield District,GUIBERSON,2009,2455100,Children,2455100,271,1400,17463,34.3817,-118.871,"1121 E Guiberson Rd, Fillmore, CA 93015, USA",8,PRIVATE,CA,
California Desert District,BARRETT,2000,2451720,Campfire,2451730,184,1800,2000,32.6223,-116.685,"San Diego County, CA, USA",1,BLM,CA,San Diego
California Desert District,COYOTE,2003,2452840,Lightning,2452850,206,1500,19575.8,33.4328,-116.745,"Aguanga, CA 92536, USA",1,BLM,CA,Riverside
California Desert District,ROBLAR 2,2003,2452930,Equipment Use,2452940,301,1800,8592,33.3692,-117.352,"Oceanside, CA 92058, USA",6,OTHER FEDERAL,CA,San Diego
California Desert District,CERRITO,2004,2453130,Arson,2453130,129,1800,16460,33.75,-117.418,"Lake Elsinore, CA 92530, USA",1,BLM,CA,Riverside
California Desert District,COTTONWOOD,2004,2453140,Campfire,2453140,136,1800,1845,33.9833,-116.669,"Whitewater, CA 92282, USA",1,BLM,CA,Riverside
California Desert District,MATAGUAY,2004,2453200,Arson,2453200,198,2359,8500,33.2333,-116.7,"Mataguay Rd, Santa Ysabel, CA 92070, USA",8,PRIVATE,CA,San Diego
California Desert District,ROCKY,2004,2453200,Structure,2453200,197,2330,510,35.0752,-118.333,"Unnamed Road, Mojave, CA 93501, USA",8,PRIVATE,CA,Kern
California Desert District,MELTON,2004,2453200,Equipment Use,2453210,203,2000,3667,33.6014,-116.918,"35601-35999 Ballinger Rd, Hemet, CA 92544, USA",8,PRIVATE,CA,Riverside
California Desert District,CHUCKER,2004,2453230,Lightning,2453240,231,1800,862,35.9236,-117.511,"California, USA",6,OTHER FEDERAL,CA,Inyo
California Desert District,BORDER 16,2004,2453260,Debris Burning,2453260,259,1800,1880,32.6001,-116.551,"Volmer Ln, Potrero, CA 91963, USA",1,BLM,CA,San Diego
California Desert District,SOBOBA,2005,2453540,Structure,2453550,176,800,2080,33.7978,-116.927,"42011 Chabela Dr, San Jacinto, CA 92583, USA",1,BLM,CA,Riverside
California Desert District,PARADISE,2005,2453540,Structure,2453550,179,1800,3082,34.0453,-116.568,"Morongo Valley, CA 92256, USA",1,BLM,CA,San Bernardino
California Desert District,VALLEY,2005,2453550,Fireworks,2453550,184,500,400,34.8667,-116.088,"California, USA",8,PRIVATE,CA,San Bernardino
California Desert District,TOVEY,2005,2453560,Miscellaneous,2453560,189,600,1126,34.555,-118.146,"Camare Dr, Palmdale, CA 93551, USA",1,BLM,CA,Los Angeles
California Desert District,CHINA LAKE,2005,2453570,Equipment Use,2453580,205,1800,10350,35.8855,-117.331,"Homewood Canyon-Valley Wells, CA, USA",1,BLM,CA,Inyo
California Desert District,SEGS,2005,2453570,Lightning,2453570,200,1800,300,34.8797,-116.825,"Daggett, CA 92327, USA",1,BLM,CA,San Bernardino
California Desert District,KINGSTON,2005,2453570,Lightning,2453580,205,1200,3500,35.8316,-115.942,"Inyo County, CA, USA",1,BLM,CA,Inyo
California Desert District,BORDER 50,2005,2453650,Debris Burning,2453650,283,1800,4100,32.5792,-116.63,"437 CA-188, Tecate, CA 91980, USA",1,BLM,CA,San Diego
California Desert District,WOODHOUSE,2005,2453650,Miscellaneous,2453650,279,800,6644,33.9597,-117.064,"Palmer Ave, Beaumont, CA 92223, USA",8,PRIVATE,CA,Riverside
California Desert District,ENERGY,2006,2453880,Miscellaneous,2453880,147,1800,787,35.0167,-118.35,"Tehachapi, CA 93561, USA",1,BLM,CA,Kern
