FIRE_NAME,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_YEAR,START_DATE,END_DATE,STATE,COUNTY,OWNER_DESCR,STAT_CAUSE_DESCR
HARRIS,32.608768,-116.577142,90440,2007,10/21/2007,10/31/2007,CA,,PRIVATE,Campfire
CANYON,34.063197,-118.69934,4565,2007,10/21/2007,10/26/2007,CA,,STATE,Missing/Undefined
RANCH,34.57305556,-118.6983333,45300,2007,10/20/2007,11/15/2007,CA,37,USFS,Equipment Use
ANGEL,33.08435,-116.60027,837,2007,9/15/2007,9/20/2007,CA,San Diego,BLM,Campfire
BUTLER 2,34.25805556,-117.0102778,14039,2007,9/14/2007,,CA,71,USFS,Miscellaneous
PINE,32.80277778,-116.5611111,2170,2007,9/12/2007,10/2/2007,CA,73,USFS,Campfire
COLINA,33.491667,-117.294167,388,2007,9/10/2007,9/15/2007,CA,Riverside,STATE,Missing/Undefined
LICK,37.2083,-121.5011,47760,2007,9/3/2007,9/10/2007,CA,Santa Clara,BLM,Campfire
MOONLIGHT,40.21333333,-120.8641667,64994.45,2007,9/3/2007,9/25/2007,CA,63,STATE OR PRIVATE,Equipment Use
NORTH,34.40333333,-118.2608333,2200,2007,9/2/2007,9/2/2007,CA,37,USFS,Lightning
LAZY,40.08972222,-122.9513889,599,2007,8/30/2007,9/9/2007,CA,103,USFS,Lightning
QUIEN,36.506944,-121.108333,486,2007,8/30/2007,9/3/2007,CA,San Benito,STATE,Lightning
WALLOW,40.48388889,-123.3519444,1440,2007,8/29/2007,9/8/2007,CA,105,STATE OR PRIVATE,Equipment Use
BALD WFU,37.87323,-119.73552,304,2007,8/28/2007,9/5/2007,CA,,NPS,Lightning
GROUSE,36.27805556,-118.4216667,1022,2007,8/27/2007,12/18/2007,CA,107,USFS,Lightning
CEMETARY,34.63,-120.4675,450,2007,8/20/2007,8/28/2007,CA,SANTA BARBARA,COUNTY,Missing/Undefined
DUNTON,37.937222,-120.806389,570,2007,8/16/2007,8/19/2007,CA,STANISLAUS,STATE,Missing/Undefined
HWY 128,38.485278,-122.018611,368,2007,8/14/2007,8/16/2007,CA,Yolo,STATE,Missing/Undefined
UNNAMED FIRE 3798,38.494742,-122.027481,400,2007,8/14/2007,8/15/2007,CA,Yolo,PRIVATE,Smoking
BEAR,41.26722222,-121.7177778,562,2007,8/13/2007,9/18/2007,CA,93,USFS,Equipment Use
TAR,35.9419,-120.2664,5600,2007,8/10/2007,8/15/2007,CA,Fresno,STATE,Campfire
BANGOR,39.335,-121.435556,1100,2007,8/7/2007,8/8/2007,CA,Butte,STATE,Missing/Undefined
LA PORTE RD / LOMA RICA 2,39.33611111,-121.4711111,639,2007,8/7/2007,,CA,,MISSING/NOT SPECIFIED,Arson
BANGOR IC TAC 12 2       ,39.345,-121.4480556,500,2007,8/7/2007,,CA,,MISSING/NOT SPECIFIED,Arson
32,39.745833,-121.775833,380,2007,8/3/2007,8/4/2007,CA,Butte,STATE,Missing/Undefined
JAMES,35.7625,-118.4,4200,2007,7/29/2007,8/2/2007,CA,29,USFS,Miscellaneous
DIGIER,34.89527778,-118.9197222,340,2007,7/21/2007,7/24/2007,CA,29,MISSING/NOT SPECIFIED,Equipment Use
GARCES,35.7655,-119.5739,500,2007,7/18/2007,7/18/2007,CA,,OTHER FEDERAL,Miscellaneous
FLETCHER,41.98833333,-120.5447222,8121,2007,7/15/2007,8/4/2007,CA,49,USFS,Lightning
CHINA,41.84305556,-122.7227778,2906,2007,7/11/2007,8/18/2007,CA,93,USFS,Lightning
LITTLE GRIDER,41.79972222,-123.4277778,2171,2007,7/11/2007,12/6/2007,CA,93,USFS,Lightning
WINGATE,41.71166667,-123,916,2007,7/11/2007,7/15/2007,CA,93,USFS,Lightning
KING CREEK,41.95055556,-123.4519444,10617,2007,7/11/2007,,CA,93,USFS,Lightning
UNNAMED FIRE 3800,41.001886,-121.506392,776,2007,7/10/2007,7/12/2007,CA,Shasta,BLM,Miscellaneous
PASS,39.8325,-123.103611,443,2007,7/10/2007,7/14/2007,CA,MENDOCINO,STATE,Missing/Undefined
BALLS CANYON,39.68305556,-120.0375,4801,2007,7/10/2007,7/15/2007,CA,91,STATE OR PRIVATE,Lightning
JUNE,37.91694444,-119.1136111,682,2007,7/10/2007,7/16/2007,CA,51,USFS,Lightning
CANYON,34.4833,-118.3439,815,2007,7/7/2007,7/10/2007,CA,Los Angeles,BLM,Miscellaneous
SAGE,37.13,-118.385,6460,2007,7/6/2007,7/11/2007,CA,27,USFS,Lightning
ROCK 2,36.04781,-118.77969,1005,2007,7/6/2007,7/7/2007,CA,,BIA,Arson
WHEELER,40.12861111,-120.6361111,22905.81,2007,7/5/2007,7/21/2007,CA,63,USFS,Lightning
MERIDIAN,34.37027778,-116.9041667,400,2007,7/5/2007,7/5/2007,CA,71,MISSING/NOT SPECIFIED,Lightning
BABCOCK PEAK,40.10388889,-120.625,400,2007,7/5/2007,7/6/2007,CA,63,USFS,Lightning
ZACA,34.77916667,-120.09,240207,2007,7/4/2007,9/2/2007,CA,83,MISSING/NOT SPECIFIED,Equipment Use
RANCHO,34.54305556,-119.7683333,478,2007,6/30/2007,7/1/2007,CA,83,USFS,Miscellaneous
"""CONNER,W""               ",39.90694444,-122.1230556,446,2007,6/28/2007,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ANGORA,38.86222222,-120.0519444,3100,2007,6/24/2007,7/20/2007,CA,17,USFS,Campfire
WHITE,35.9794,-118.4767,4097,2007,6/24/2007,7/3/2007,CA,Kern,BLM,Missing/Undefined
MOUNTAIN,35.260556,-118.683333,761,2007,6/23/2007,6/25/2007,CA,KERN,MISSING/NOT SPECIFIED,Missing/Undefined
BIG PINE,40.356389,-120.636944,313,2007,6/23/2007,6/24/2007,CA,Lassen,STATE,Missing/Undefined
BROWN,35.6319,-119.8149,1397,2007,6/20/2007,6/21/2007,CA,,PRIVATE,Miscellaneous
DYE,39.993333,-122.035,387,2007,6/13/2007,6/16/2007,CA,TEHAMA ,STATE,Missing/Undefined
OAK,36.01747,-118.79569,350,2007,6/11/2007,6/12/2007,CA,,BIA,Arson
,38.21111111,-119.2311111,1000,2007,6/5/2007,,CA,,MISSING/NOT SPECIFIED,Lightning
INKOPAH,32.6025,-116.8419,1118,2007,6/5/2007,6/8/2007,CA,Imperial,BLM,Debris Burning
UNNAMED FIRE 3175,32.646047,-116.185803,1500,2007,6/5/2007,6/6/2007,CA,San Diego,PRIVATE,Miscellaneous
GOLDLEDGE,35.89472222,-118.4630556,4200,2007,6/3/2007,6/16/2007,CA,29,USFS,Miscellaneous
F#88 SHANNON INC         ,35.89,-118.915,2140,2007,6/3/2007,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LARSON,38.54944,-119.49928,1100,2007,6/1/2007,6/12/2007,CA,Mono,BLM,Lightning
F# 86 HORSE INC          ,36.40388888,-118.9811111,410,2007,5/28/2007,,CA,,MISSING/NOT SPECIFIED,Arson
HONEY,39.701667,-121.767778,688,2007,5/22/2007,,CA,BUTTE,STATE,Missing/Undefined
BOLLI,41.00138889,-122.1513889,730,2007,5/22/2007,5/27/2007,CA,89,STATE OR PRIVATE,Debris Burning
HIGHWAY,39.46277778,-120.0069444,853,2007,5/21/2007,5/26/2007,CA,91,STATE OR PRIVATE,Arson
HWY 41  / RD 209 3       ,37.02,-119.7930556,338,2007,5/20/2007,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
GORMAN,34.75694444,-118.7986111,850,2007,5/19/2007,5/20/2007,CA,37,MISSING/NOT SPECIFIED,Equipment Use
UNNAMED FIRE 3799,38.5121,-122.103903,450,2007,5/18/2007,5/22/2007,CA,Napa,PRIVATE,Miscellaneous
WOFFORD,35.72138889,-118.4047222,567,2007,5/13/2007,5/16/2007,CA,29,USFS,Miscellaneous
ISLAND,33.360278,-118.370556,4750,2007,5/10/2007,,CA,Los Angeles,COUNTY,Missing/Undefined
DAWSON,33.8236,-117.4606,993,2007,5/8/2007,5/9/2007,CA,Riverside,BLM,Miscellaneous
GRIFFITH PARK,34.128889,-118.289444,817,2007,5/8/2007,5/11/2007,CA,Los Angeles,MUNICIPAL/LOCAL,Missing/Undefined
RIVER DAY ASSNMT RVCTAC1 ,33.96805555,-117.5230556,488,2007,4/28/2007,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
GOLDEN,36.0217,-116.6225,1988,2007,4/14/2007,4/15/2007,CA,,NPS,Miscellaneous
WALKER,35.6497,-117.9878,901,2007,4/6/2007,4/8/2007,CA,Kern,BLM,Lightning
LAS FLORES,34.311111,-117.322222,4100,2007,3/31/2007,4/5/2007,CA,San Bernardino,COUNTY,Missing/Undefined
LITTLE 5                 ,36.80888888,-120.7869444,300,2007,3/22/2007,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
DEER CREEK,35.90944444,-119.3452778,300,2007,3/19/2007,3/19/2007,CA,,FWS,Arson
NO NAME 128,35.920809,-119.322199,500,2007,3/19/2007,3/19/2007,CA,,OTHER FEDERAL,Miscellaneous
241 FIRE,33.829167,-117.7125,2036,2007,3/11/2007,3/14/2007,CA,Orange,COUNTY,Missing/Undefined
SIERRA                   ,33.82888888,-117.46,1044,2007,3/11/2007,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ALESSANDRO,33.9231,-117.0614,400,2007,3/4/2007,3/5/2007,CA,Riverside,BLM,Miscellaneous
UNNAMED FIRE 2045,35.289142,-120.876292,332,2007,1/14/2007,1/14/2007,CA,San Luis Obispo,STATE,Miscellaneous
MOCKINGBIRD              ,33.84611111,-117.375,671,2007,1/5/2007,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MCKITTRICK,35.254378,-119.619181,301.5,2006,12/8/2006,12/8/2006,CA,Kern,PRIVATE,Miscellaneous
WESTSIDE,34.905739,-118.930931,4025,2006,12/7/2006,12/7/2006,CA,Kern,PRIVATE,Miscellaneous
SHEKELL,34.32888888,-118.9011111,30000,2006,12/3/2006,,CA,,MISSING/NOT SPECIFIED,Children
SIERRA,34.185,-117.4330556,640,2006,11/6/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ESPERANZA,33.89972222,-116.7661111,40200,2006,10/26/2006,10/30/2006,CA,65,MISSING/NOT SPECIFIED,Arson
PHELPS IC                ,36.17305555,-120.2111111,1600,2006,10/25/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SUNRISE #2,33.90055556,-116.7533333,507,2006,10/13/2006,10/14/2006,CA,65,MISSING/NOT SPECIFIED,Miscellaneous
RUBE,37.47805556,-119.1566667,777,2006,10/10/2006,10/12/2006,CA,39,USFS,Lightning
CUAYMA,36.9897,-118.9611,923,2006,10/9/2006,10/10/2006,CA,,PRIVATE,Miscellaneous
ROCK/MRP 690             ,37.33611111,-120.0388889,450,2006,10/7/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ADAMS                    ,36.625,-120.325,800,2006,9/24/2006,,CA,,MISSING/NOT SPECIFIED,Debris Burning
MEU NOBLE,39.9514,-123.7181,1014,2006,9/24/2006,9/30/2006,CA,Mendocino,BLM,Miscellaneous
YOLO                     ,38.715,-122.0911111,500,2006,9/22/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
NAPA                     ,38.39694444,-122.3830556,387,2006,9/22/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PINNACLES,34.28444444,-117.2125,2750,2006,9/19/2006,9/25/2006,CA,71,USFS,Arson
BASSETTS,39.61694444,-120.6016667,2114,2006,9/19/2006,10/11/2006,CA,91,USFS,Miscellaneous
RANCH,33.936111,-116.893889,1658,2006,9/17/2006,9/19/2006,CA,Riverside ,MISSING/NOT SPECIFIED,Missing/Undefined
ORCHARD                  ,33.98305555,-116.99,1580,2006,9/16/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SAWMILL,37.7892,-118.6628,7434,2006,9/14/2006,9/23/2006,CA,Mono,USFS,Miscellaneous
RALSTON,39.01666667,-120.7025,8422,2006,9/5/2006,9/5/2006,CA,61,STATE OR PRIVATE,Miscellaneous
DAY,34.63222222,-118.7697222,162702,2006,9/4/2006,10/30/2006,CA,111,USFS,Debris Burning
PIGEON,40.75111111,-123.1508333,35101,2006,9/2/2006,10/10/2006,CA,105,USFS,Miscellaneous
EMERALD,34.08416667,-117.0936111,2109,2006,8/29/2006,9/4/2006,CA,71,USFS,Miscellaneous
CROSS,34.37805556,-118.4394444,645,2006,8/28/2006,8/31/2006,CA,37,USFS,Arson
MIDDLE T,37.8639,-119.7111,345,2006,8/23/2006,9/20/2006,CA,,NPS,Lightning
BOUNDARY,37.7467,-119.6494,459,2006,8/21/2006,8/28/2006,CA,,NPS,Campfire
MARYSVILLE               ,39.375,-121.2130556,388,2006,8/16/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
QUAIL,34.7458,-118.7961,4864,2006,8/13/2006,8/16/2006,CA,Los Angeles,PRIVATE,Equipment Use
GILAMN                   ,33.82388888,-116.9719444,300,2006,8/12/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
GOLF,33.82583333,-116.9091667,800,2006,8/9/2006,8/10/2006,CA,,STATE,Miscellaneous
CLEAR LAKE,41.98416667,-121.1016667,526,2006,8/7/2006,8/14/2006,CA,49,USFS,Lightning
CCD SAGE,40.0094,-120.0522,300,2006,8/6/2006,8/7/2006,CA,Lassen,BLM,Lightning
COTTONWOOD,35.5358,-118.7853,2346,2006,8/5/2006,8/8/2006,CA,Kern,BLM,Miscellaneous
NET,35.6969,-120.1314,1300,2006,8/3/2006,8/3/2006,CA,,PRIVATE,Equipment Use
UNNAMED FIRE 0372,35.639097,-120.015642,320,2006,8/2/2006,8/2/2006,CA,Kern,PRIVATE,Equipment Use
ANTELOPE,35.7408,-120.2205,548,2006,8/1/2006,8/1/2006,CA,,PRIVATE,Equipment Use
SHU JUNCTION,40.7192,-123.035,3192,2006,7/29/2006,8/4/2006,CA,Shasta,BLM,Miscellaneous
BECK WFU,36.16666667,-118.1688889,2270,2006,7/27/2006,9/29/2006,CA,107,USFS,Lightning
BRODER WFU,36.14194444,-118.1855556,1220,2006,7/27/2006,7/29/2006,CA,107,USFS,Lightning
RAYMOND                  ,37.07611111,-119.8838889,477,2006,7/26/2006,,CA,,MISSING/NOT SPECIFIED,Smoking
SAGE,41.68583333,-120.5183333,4871,2006,7/26/2006,7/28/2006,CA,49,USFS,Lightning
,41.465,-122.4011111,400,2006,7/26/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HOY                      ,41.47305555,-122.3911111,1283,2006,7/26/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
EMPIRE,33.407778,-118.416667,1094,2006,7/25/2006,7/26/2006,CA,LOS ANGELES,MISSING/NOT SPECIFIED,Lightning
KINGSLEY,40.03777778,-122.9413889,6854,2006,7/25/2006,8/9/2006,CA,103,USFS,Lightning
LAKIN,41.385,-121.5191667,507,2006,7/25/2006,7/29/2006,CA,93,USFS,Lightning
PANTHER,40.73194444,-123.5125,904,2006,7/25/2006,8/12/2006,CA,105,USFS,Lightning
,37.09888888,-119.5130556,325,2006,7/24/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HANCOCK,41.44888889,-123.2925,10770,2006,7/24/2006,10/23/2006,CA,93,USFS,Lightning
SOMES,41.315,-123.4966667,15710,2006,7/24/2006,10/18/2006,CA,23,USFS,Lightning
BAKE-OVEN,40.72194444,-123.2819444,66113,2006,7/24/2006,11/30/2006,CA,105,USFS,Lightning
HUNTER,39.66055556,-122.8616667,16296,2006,7/24/2006,9/7/2006,CA,45,USFS,Lightning
CALICO,36.5558,-117.0517,9280,2006,7/24/2006,7/28/2006,CA,,NPS,Lightning
RUSH,41.10333333,-123.0366667,4850,2006,7/24/2006,11/13/2006,CA,93,USFS,Lightning
BUCK,41.63555556,-123.7266667,422,2006,7/24/2006,8/16/2006,CA,15,USFS,Lightning
"""""""Y""""""                  ",35.72388888,-120.2919444,660,2006,7/23/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
COYOTE FIRE              ,33.46305555,-116.5788889,467,2006,7/23/2006,,CA,,MISSING/NOT SPECIFIED,Lightning
SCOTT,34.84861111,-118.9847222,600,2006,7/23/2006,8/1/2006,CA,29,USFS,Lightning
ROARING,36.76695,-118.63836,1643,2006,7/23/2006,12/15/2006,CA,,NPS,Lightning
TITUS,41.60277778,-123.3769444,5792,2006,7/23/2006,,CA,93,USFS,Lightning
HORSE,32.75444444,-116.6691667,16677,2006,7/23/2006,7/29/2006,CA,73,USFS,Campfire
BALD,34.925,-119.9597222,1250,2006,7/22/2006,7/30/2006,CA,83,USFS,Lightning
THREE ROCKS,36.4667,-120.5392,8400,2006,7/22/2006,7/25/2006,CA,Fresno,BLM,Lightning
RICO,36.05,-120.751,14507,2006,7/22/2006,7/28/2006,CA,Monterey,PRIVATE,Lightning
RIDGE,34.90083333,-119.2794444,2418,2006,7/22/2006,7/31/2006,CA,29,USFS,Lightning
BUMP,41.81833333,-121.0513889,524,2006,7/22/2006,8/11/2006,CA,49,USFS,Lightning
WHISPERING PINES,34.0725,-116.325,993,2006,7/22/2006,8/1/2006,CA,,NPS,Lightning
RAMP,34.33,-117.5130556,450,2006,7/22/2006,7/23/2006,CA,71,USFS,Equipment Use
OLIVE                    ,37.39694444,-120.6219444,25000,2006,7/21/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
FROG,38.0111,-119.7667,6031,2006,7/21/2006,10/15/2006,CA,,NPS,Lightning
BURNT,36.95424,-118.73262,627,2006,7/21/2006,,CA,,NPS,Lightning
TUFFNUT,35.0369,-115.5089,1200,2006,7/20/2006,7/28/2006,CA,,NPS,Lightning
GOLD VALLEY,36.0377,-116.6334,480,2006,7/20/2006,7/21/2006,CA,,NPS,Lightning
COVINGTON,34.0728,-116.3486,534,2006,7/20/2006,7/23/2006,CA,,NPS,Lightning
COYCOTE                  ,36.07305555,-118.8838889,1325,2006,7/20/2006,,CA,,MISSING/NOT SPECIFIED,Lightning
BORDER 16,32.6572,-116.813,492,2006,7/20/2006,7/21/2006,CA,San Diego,BLM,Campfire
CREEK,40.373406,-120.728697,1234,2006,7/18/2006,7/28/2006,CA,Lassen,PRIVATE,Miscellaneous
JACKASS,38.55166667,-119.3594444,6255,2006,7/17/2006,7/21/2006,CA,51,USFS,Lightning
GEYSERS                  ,38.86,-123.035,321,2006,7/17/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SKYWAY 2                 ,39.79111111,-121.7788889,451,2006,7/17/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
29,38.698328,-122.599464,550,2006,7/17/2006,7/22/2006,CA,Lake,PRIVATE,Equipment Use
GREASE,40.01694444,-120.3816667,366,2006,7/16/2006,7/31/2006,CA,63,USFS,Miscellaneous
SQUIRREL                 ,36.93111111,-119.7938889,500,2006,7/14/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HEART,34.15,-116.771667,800,2006,7/14/2006,,CA,SAN BERNARDINO,MISSING/NOT SPECIFIED,Lightning
EDGEMONT                 ,34.02611111,-117.13,575,2006,7/14/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BECK,35.278333,-119.871944,1200,2006,7/11/2006,7/11/2006,CA,San Luis Obispo,STATE,Missing/Undefined
MIDWAY                   ,40.27694444,-123.6588889,6400,2006,7/11/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MESQUITE,35.7267,-115.7083,586,2006,7/9/2006,7/12/2006,CA,,BLM,Lightning
MILLARD,34.34166667,-116.7666667,24000,2006,7/9/2006,9/9/2006,CA,71,USFS,Lightning
MAGGIE,36.26333333,-118.6147222,2097,2006,7/9/2006,12/11/2006,CA,107,USFS,Lightning
SAWTOOTH,34.1403,-116.5219,61700,2006,7/9/2006,7/20/2006,CA,San Bernardino,BLM,Lightning
TAMARACK,36.32055556,-118.4030556,4654,2006,7/9/2006,12/11/2006,CA,107,USFS,Lightning
ARCO,34.89027778,-118.9133333,689.09,2006,7/9/2006,7/12/2006,CA,29,STATE OR PRIVATE,Miscellaneous
CANYON,37.4,-121.2808,34271,2006,7/9/2006,7/20/2006,CA,Stanislaus,BLM,Equipment Use
PUSHWALLA,33.9117,-115.94,2200,2006,7/7/2006,7/13/2006,CA,,NPS,Lightning
KINGSTON 2,35.7103,-115.9028,488,2006,7/6/2006,7/12/2006,CA,San Bernardino,BLM,Lightning
PICO,34.022778,-117.300833,420,2006,7/6/2006,7/7/2006,CA,SAN BERNARDINO,MISSING/NOT SPECIFIED,Missing/Undefined
BUTTE 2,36.0177,-117.0681,2039,2006,7/5/2006,7/6/2006,CA,,NPS,Lightning
PEDRO,37.7997,-120.3794,2063,2006,7/3/2006,7/7/2006,CA,Tuolumne,PRIVATE,Miscellaneous
CORRAL                   ,37.65611111,-121.485,460,2006,7/2/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
GEO,33.9986,-116.063,740,2006,7/1/2006,7/2/2006,CA,,NPS,Lightning
DEL PUERTO               ,37.44194444,-121.3180556,2593,2006,6/30/2006,,CA,,MISSING/NOT SPECIFIED,Debris Burning
LGT #53                  ,41.43805555,-121.3019444,450,2006,6/27/2006,,CA,,MISSING/NOT SPECIFIED,Lightning
LGT#26                   ,41.17694444,-120.6569444,300,2006,6/27/2006,,CA,,MISSING/NOT SPECIFIED,Lightning
CRYSTAL,41.45138889,-121.3513889,461,2006,6/26/2006,6/27/2006,CA,49,USFS,Lightning
LGT 17,41.2335,-120.961811,500,2006,6/26/2006,6/27/2006,CA,Modoc,PRIVATE,Lightning
HUNGRY,40.15361111,-120.6427778,512,2006,6/26/2006,7/12/2006,CA,63,USFS,Lightning
LGT 11,40.402231,-120.691781,647,2006,6/26/2006,6/26/2006,CA,Lassen,PRIVATE,Lightning
NORTH HORSE,40.7486,-120.4611,415,2006,6/26/2006,6/30/2006,CA,Lassen,BLM,Lightning
HIGH,41.46916667,-121.3347222,1049,2006,6/26/2006,7/15/2006,CA,49,USFS,Lightning
GOODALE,36.97638889,-118.2644444,3747.1,2006,6/26/2006,6/30/2006,CA,27,MISSING/NOT SPECIFIED,Lightning
STONEY,35.98194444,-121.3022222,600,2006,6/26/2006,6/26/2006,CA,53,OTHER FEDERAL,Equipment Use
LGT #22                  ,41.07388888,-121.0761111,504,2006,6/26/2006,,CA,,MISSING/NOT SPECIFIED,Lightning
HARVEY,40.05888889,-122.9080556,1247,2006,6/26/2006,,CA,103,USFS,Lightning
OBSERVATION,40.7653,-120.1406,2190,2006,6/25/2006,6/30/2006,CA,Lassen,BLM,Lightning
SMOKE CREEK,40.6164,-120.1206,918,2006,6/25/2006,6/30/2006,CA,Lassen,BLM,Lightning
,39.81111111,-121.4288889,300,2006,6/25/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
RUSH,40.6164,-120.1206,517,2006,6/25/2006,6/30/2006,CA,Lassen,BLM,Lightning
BALLS CANYON,39.66194444,-120.0827778,1805,2006,6/25/2006,9/1/2006,CA,91,STATE OR PRIVATE,Lightning
BOULDER,40.21888889,-120.6072222,2920,2006,6/25/2006,7/12/2006,CA,63,USFS,Lightning
W                        ,36.40611111,-119.0361111,600,2006,6/24/2006,,CA,,MISSING/NOT SPECIFIED,Arson
PERKINS,34.94361111,-119.6872222,14988,2006,6/19/2006,7/20/2006,CA,83,MISSING/NOT SPECIFIED,Miscellaneous
,37.78888888,-121.7488889,300,2006,6/19/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
STOKES                   ,36.52305555,-119.2419444,300,2006,6/17/2006,,CA,,MISSING/NOT SPECIFIED,Arson
PETZ                     ,37.61611111,-121.37,335,2006,6/10/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ARRASTRE,34.2525,-116.7469444,361,2006,6/9/2006,6/13/2006,CA,71,USFS,Lightning
ABERDEEN,36.9574,-118.2607,357,2006,6/7/2006,6/9/2006,CA,Inyo,BLM,Lightning
FKU-004708               ,36.72805555,-120.2319444,300,2006,6/7/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DEVIL,35.773747,-119.996544,1090.2,2006,6/4/2006,6/4/2006,CA,Kern,PRIVATE,Miscellaneous
RIFLE RANGE              ,37.03194444,-119.8119444,371,2006,6/4/2006,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CORT                     ,33.75111111,-117.0938889,362,2006,6/3/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SKINNER                  ,33.57611111,-117.0580556,317,2006,5/30/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MOCAL,35.2306,-119.6728,931,2006,5/29/2006,5/30/2006,CA,,BLM,Equipment Use
HIGHWAY,33.803889,-114.528889,500,2006,5/27/2006,5/28/2006,CA,Riverside,MISSING/NOT SPECIFIED,Missing/Undefined
ALPAUGH,35.830178,-119.482408,1700,2006,5/27/2006,5/27/2006,CA,Tulare,PRIVATE,Equipment Use
STUHR                    ,37.355,-121.1130556,1418,2006,5/26/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ENERGY,35.0167,-118.35,787,2006,5/26/2006,5/27/2006,CA,Kern,BLM,Miscellaneous
BILLY                    ,36.935,-121.1180556,753,2006,5/25/2006,,CA,,MISSING/NOT SPECIFIED,Equipment Use
TORCH,36.1192,-120.4114,1964,2006,5/13/2006,5/13/2006,CA,Fresno,STATE,Equipment Use
HOTLUM,41.46777778,-122.3333333,2815,2006,2/26/2006,3/4/2006,CA,93,USFS,Debris Burning
SIERRA,33.85194444,-117.6497222,10584,2006,2/6/2006,2/6/2006,CA,59,USFS,Miscellaneous
PLUNGE,34.2,-117.135,485,2006,1/23/2006,1/26/2006,CA,71,USFS,Campfire
SCHOOL,34.307778,-119.279444,3891,2005,11/18/2005,11/23/2005,CA,Ventura,MISSING/NOT SPECIFIED,Missing/Undefined
BAGLEY,40.985,-122.0177778,438,2005,11/18/2005,11/27/2005,CA,,STATE OR PRIVATE,Lightning
KERN,36.36575,-118.3959,346,2005,10/27/2005,,CA,,NPS,Lightning
RUMSEY SERIES #3         ,38.91611111,-122.3280556,451,2005,10/11/2005,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
WOODHOUSE,33.9597,-117.0639,6644,2005,10/5/2005,10/6/2005,CA,Riverside,PRIVATE,Miscellaneous
BORDER 50,32.5792,-116.6297,4100,2005,10/5/2005,10/10/2005,CA,San Diego,BLM,Debris Burning
BREWER                   ,38.74694444,-121.4569444,400,2005,10/4/2005,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
THURMAN,34.113333,-117.111667,935,2005,9/29/2005,,CA,SAN BERNARDINO,MISSING/NOT SPECIFIED,Missing/Undefined
HARVARD,34.200278,-118.284722,1094,2005,9/29/2005,10/5/2005,CA,Los Angeles,COUNTY,Missing/Undefined
TOPANGA,34.2833,-118.6106,24970,2005,9/28/2005,10/10/2005,CA,,NPS,Miscellaneous
STATE FIRE               ,33.98305555,-117.13,1100,2005,9/28/2005,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CRANE,34.648889,-118.834444,412,2005,9/25/2005,9/27/2005,CA,KERN,MISSING/NOT SPECIFIED,Missing/Undefined
WAPAMA,38.0219,-119.7667,1058,2005,9/21/2005,11/1/2005,CA,,NPS,Lightning
LAUREL,38.0219,-119.783,477.5,2005,9/21/2005,11/15/2005,CA,,NPS,Lightning
WOOLEY,41.49972222,-123.2763889,3225,2005,9/21/2005,9/21/2005,CA,,USFS,Miscellaneous
LA PALOMA                ,37.46888888,-120.295,700,2005,9/20/2005,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LOS BANOS                ,36.87305555,-120.8480556,900,2005,9/20/2005,,CA,,MISSING/NOT SPECIFIED,Lightning
